ID Imagem,creation_time,Texto Post,Alvo do Humor,Tipos de Humor,Enquadramentos Antigênero,Comunidades de Sentido do Meme,surface.name,Objeto do Meme,Raça,Descrição da Página,URL da Página,Produtor do meme,Nome da Página,RedPill (Página),statistics.angry_count,statistics.care_count,statistics.comment_count,statistics.haha_count,statistics.like_count,statistics.love_count,statistics.reaction_count,statistics.sad_count,statistics.share_count,statistics.views
577536301753519.jpg,2017-04-19T03:04:44-07:00,O meu nome é Gerivaldo. E o teu?,Ideia/Grupo,Agressivo,"""Macho Beta""",Dúvida,Clube do Macho Alfa,Homem,Não,Criando verdadeiros Machos Alfa para um futuro melhor!,https://www.facebook.com/ClubeDoMachoAlfa,Não,Clube do Macho Alfa,Não,3,0,494,231,163,2,399,0,73,36464
1370084737702833.jpg,2024-03-31T10:06:25-07:00,As vezes nem é pelo iPhone,Terceiro,Afiliativo,"""Stacys""",Dúvida,Sigma Visionário 2.0,Mulher,Não,Pagina pertencente ao Grupo Homem Raiz Operacional.,https://www.facebook.com/sigma.visionario.br,Não,Sigma Visionário 2.0,Sim,1,0,99,245,690,151,1113,1,115,59558
875981854447570.jpg,2015-12-29T00:20:10-08:00,"Você estuda,trabalha,cresce e evolui. 
Corre atrás do melhor pra você e pra sua família.
Noites em claro,vence o cansaço. 
Ainda vão ter coragem de dizer que foi sorte?
Acabando o ano e como estão seus planos?
Estão pagando o preço? 
De qual? 
Pra fazer dar certo?
Ou por não fazer dar certo!?
#UFOF",,,,Dúvida,Homens e Mulheres de Honra,,,"Nosso objetivo é incentivar e valorizar valores,que ja se perderam no passado, sempre motivando as mulheres e homens de honra, que ainda existem no mundo.",https://www.facebook.com/homensemulheresdehonra1,O Homem Ideal,Homens e Mulheres de Honra,Não,0,0,0,0,1,0,1,0,1,
1633734520549948.jpg,2016-03-29T11:34:12-07:00,#MachosAlfa: O que rende é ir ao Continente!,,,,Dúvida,Clube do Macho Alfa,,,Criando verdadeiros Machos Alfa para um futuro melhor!,https://www.facebook.com/ClubeDoMachoAlfa,Clube do Macho Alfa,Clube do Macho Alfa,Não,0,0,0,0,14,0,14,0,7,
1166219931830934.jpg,2022-09-07T15:59:16-07:00,"Senhor dos Anéis da Amazon, primeiras impressões: https://youtu.be/Z4B2qEc-hW4

Black Adam está prestes a ser lançado,  e como sempre nada de ruivos. Que tara é essa?

#Dante",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,57,108,199,1,337,29,18,9054
2987519611421901.jpg,2022-11-19T13:28:24-08:00,"Pantera Negra 2 é bom? https://youtu.be/OJ1q9VL7EuE

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/joka4mundo?t=fVAzdz-Fn1PGKUeJoI8YJw&s=09

Pro terror dos lacrolas parece que o Trump vai voltar kkkkk

#Noturno",Ideia/Grupo,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,20,163,224,44,431,0,23,8668
1257761095279848.jpg,2022-11-20T16:10:05-08:00,"Pantera Negra 2 é bom? https://youtu.be/OJ1q9VL7EuE

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/joka4mundo?t=fVAzdz-Fn1PGKUeJoI8YJw&s=09

Vocês sabiam sabiam que a sidequest de ""God Of War: Ragnarok"" sobre Jari e Somr é baseado na história de um ""casal"" LGBT de produtores da Santa Monica? 

O """"""casal"""""" seria Sam e Jack, que se conheceram durante a produção do GOW Ragnarok em 2019. Os dois se casaram e viviam viajando pelo mundo, contudo, apenas um ano depois, Jack morreu de causas não reveladas. Então como uma forma de homenagea-lo, Eric Williams (roteirista do game) e com a ajuda de Sam criou toda a história de paixão da sidequest “A balada de Jari e Somr"", com os nomes em homenagem ao """"""casal"""""" Sam e Jack.

“Uma história de dois homens que se encontram em um mundo muitas vezes cruel, e que encontraram um lugar para simplesmente pertencerem um ao outro.”

Bom, vou nem dar minha opinião. Deixo os comentários por conta dos senhores.

#Joka",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,119,129,99,12,241,0,5,15727
1151153049292772.jpg,2023-01-25T19:06:20-08:00,"LAST OF US EP 2 - CRÍTICA: https://youtu.be/cI-CXSo_Cjs

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/joka4mundo?t=fVAzdz-Fn1PGKUeJoI8YJw&s=09

Os caras acham que vão atingir a J. K. Rolling, comprando um game baseado na franquia dela e dando ainda mais grana pra ela 🙃

#Joka",Ideia/Grupo,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,2,0,359,1693,722,15,2440,4,189,147412
521381300543195.jpg,2023-01-30T15:23:50-08:00,"LAST OF US EP 3 - CRÍTICA: https://youtu.be/cTWz6okEgPk

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/joka4mundo?t=fVAzdz-Fn1PGKUeJoI8YJw&s=09

The last of Oco.

#Noturno",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,3,0,432,3153,687,11,3863,4,660,180472
1029969422226837.jpg,2023-02-21T08:42:40-08:00,"THE LAST OF US EP 6 - CRÍTICA: https://youtu.be/dG4l6immrWM

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/joka4mundo?t=fVAzdz-Fn1PGKUeJoI8YJw&s=09

Você conhece alguma Velma da HBO?

#Joka",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,Não,4 Mundo Memes,Não,0,0,48,231,390,4,626,0,56,14421
939549248146463.jpg,2023-03-07T19:53:24-08:00,"LAST OF US EPs 7 E 8 - CRÍTICA: https://youtu.be/tGjormvZezw

Curtam nossa página reserva: https://www.facebook.com/quartomundoofficial/

Mas que peninha...

#Joka",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,76,849,263,2,1114,0,63,16217
923242813289376.jpg,2023-04-26T09:46:37-07:00,"Por que as pessoas não entendem o Batman? https://youtu.be/i3YrRGjfG0U

Hipocrisia dos lacradores.

#Noturno",Ideia/Grupo,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,Não,4 Mundo Memes,Não,0,0,55,355,167,1,523,0,39,12798
1273590693757352.jpg,2023-05-03T18:18:19-07:00,"Por que as pessoas não entendem o Batman: https://youtu.be/i3YrRGjfG0U

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/4mundomemes?t=JLChNocDN68_ekensyky9w&s=09

Flop certo

#Noturno",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,134,1192,413,4,1616,2,131,26965
457062107447281.jpg,2023-05-15T13:26:05-07:00,"Quem não é lacrador já sabia que era flop certo kkkk

#Noturno",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,21,196,131,2,329,0,23,7923
1132445911916480.jpg,2023-05-22T10:36:44-07:00,"Disney está deixando nossas crianças mais burras? ▶️ https://youtu.be/IhK1Iw99xR8

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/4mundomemes?t=JLChNocDN68_ekensyky9w&s=09

Rati Potter vendo isso:",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,38,159,45,0,207,2,11,6098
1571338357084502.jpg,2023-05-22T15:31:24-07:00,"Disney está deixando nossas crianças mais burras? ▶️ https://youtu.be/IhK1Iw99xR8

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/4mundomemes?t=JLChNocDN68_ekensyky9w&s=09

To esperando pra ver é a nota do público!",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,20,59,117,0,176,0,11,4902
503653142171868.jpg,2023-05-25T07:25:04-07:00,"Disney está deixando nossas crianças mais burras? ▶️ https://youtu.be/IhK1Iw99xR8

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/4mundomemes?t=JLChNocDN68_ekensyky9w&s=09

Me engana que eu gosto Rotten Tomatoes kkkk",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,34,152,95,0,248,0,16,7766
1303804714281432.jpg,2023-06-28T06:51:54-07:00,"THE FLASH - CRÍTICA: https://youtu.be/nY-zfupWMJc

Nos siga no Insta: https://www.instagram.com/4mundomemes/

Nos siga no Twitter: https://twitter.com/4mundomemes?t=JLChNocDN68_ekensyky9w&s=09

Em pleno 2023 e o James Gunn quer escolher atores parecidos com os personagens  😱😱😱",Ideia/Grupo,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,66,332,154,7,493,0,47,12884
2028973157619417.jpg,2023-08-09T06:44:07-07:00,"A VERDADEIRA E TERRÍVEL FORMA DOS ANJOS NA BÍBLIA: https://youtube.com/watch?v=A_d1K1qx9o4&feature=share7

Mestre Splinter Ney Latorraca

#Noturno",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,5,0,106,388,93,1,563,71,28,18508
467128866186303.jpg,2023-09-13T17:32:14-07:00,"SUPERMAN EM ANIME É BOM? REVIEW SEM SPOILER! https://youtu.be/NaxVdOd7Y_A?si=4OnhN1HqMudR1yBi

Surpresos?

#Noturno",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,5,0,185,1537,393,34,1975,3,93,108366
1603754530346551.jpg,2023-09-25T06:31:26-07:00,"Ae pessoal, saiu vídeo novo lá no canal do YT analisando a treta do Zangado e o motivo pelo qual os lacrolas quiseram cancela-lo. Assistam, comentem e deixem seu like.

LINK NOS COMENTÁRIOS: 👇👇👇👇👇",NA,NA,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,Não,4 Mundo Memes,Não,0,0,3,3,60,3,66,0,1,4972
1165119585319420.jpg,2024-02-29T08:02:15-08:00,"A VERDADEIRA e TERRÍVEL forma de JESUS CRISTO: https://youtu.be/reFnltahI5k

Às vezes eu abro a minha pasta de memes antigos e me deparo com cada coisa... Os Sonystas entraram mesmo em Guerra com essa page e tentaram derrubar ela, por simplesmente mostrarmos que o Thor de GOW Ragnarök não era acurado com a mitologia. Os caras vieram dizer que os VIKINGS estavam errados e a Sony certa. Meu Deus, Enzo nível mais de 8000, me indigno mesmo kkkkkkk

#Joka",Ideia/Grupo,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,125,354,531,6,893,0,40,38831
1109741110814616.jpg,2024-08-13T15:13:54-07:00,"Até a Kristen Stewart era melhor kkkkk

#Noturno 

DEADPOOL É IGUAL SHE-HULK??? https://youtu.be/YvyktpiSsxI?si=J4KBTlqDx8VI4xaL",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,1,0,337,2655,1423,22,4123,12,767,237673
4176746605878363.jpg,2024-09-09T12:39:52-07:00,"Por que Anéis do Poder é TÃO RUIM??? https://youtu.be/iEfeHZXPYJY

Aconteceu com o Momoa, o mesmo que já aconteceu com o Bautista e o John Cena. Outro que se rendeu à lavagem cerebral woke kkkk

#Joka",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,14,0,382,1076,922,6,2272,241,223,125779
9229924000404800.jpg,2024-10-20T09:27:18-07:00,"CORINGA 2 -  Review Nerdola COM SPOILERS: https://youtu.be/VL12syD-O1c

Essa Lara Croft da Netflix tá uma Lacra Croft kkkk

#Noturno",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,5,0,202,838,638,2,1489,2,95,85044
616981220902438.jpg,2024-10-22T09:07:15-07:00,"CORINGA 2 -  Review Nerdola COM SPOILERS: https://youtu.be/VL12syD-O1c

Quem Lacra Croft, não Lucra.

#Noturno",Terceiro,Agressivo,"""Agenda Woke""",Gamer/Nerd,4 Mundo Memes,Minorias,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,1,0,220,873,497,20,1396,3,61,101952
1340992636906419.jpg,2024-10-30T16:19:49-07:00,Uma das cenas e diálogos mais p4téticos que já vi como jogador,Ideia/Grupo,Agressivo,"""Agenda Woke""",Gamer/Nerd,Academia dos Gamers,Minorias,Não,"Página de memes para gamers, animes e mais+. Entre pro nosso Discord 👇 https://discord.gg/dpzVH2b5dJ",https://www.facebook.com/academiadosgamers,Academia dos Gamers,Academia dos Gamers,Não,40,0,767,2974,863,8,4468,571,431,163439
443968045067316.jpg,2024-07-04T07:30:23-07:00,"Adivinhem qual desses dois personagens combate bandidos e qual realiza atentados em massa contra cidadãos comuns.

#Joka",Ideia/Grupo,Agressivo,"""Contradineusa""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,45,180,244,3,429,1,37,19087
481477498316800.png,2020-02-13T10:27:11-08:00,KKKKKKKKKKKKKK,Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,Todo dia um exemplo de empoderamento feminino diferente,Mulher,Não,-,https://www.facebook.com/TodoDiaUmExemploDeEmpoderamentoFemininoDiferente,Não,Todo dia um exemplo de empoderamento feminino diferente,Não,0,0,113,495,61,2,563,4,50,15807
8877064962347895.jpg,2022-05-09T17:15:00-07:00,"Confira nossa crítica sem Spoilers de Dr. Estranho no Multiverso da Loucura:  https://youtu.be/78AFf1AmOMQ

Doutor Estranho 2 é uma PRASTADA!

Na moral, agora o filme já estreou então não é mais spoiler. Sabe os Iluminatis? Então todos eles são mortos em questão de segundos pela Wanda. Principalmente os heróis masculinos que ela simplesmente humilha da forma mais patética. Mano, ela apagou a boca do Raio Negro! E o Reed, o homem mais inteligente da galáxia? Ele simplesmente entrega a fonte do poder do Raio Negro e depois de ver o poder da Wanda, simplesmente ataca da forma mais estúpida do mundo só pra ser derretido e transformado em salsichas. Sério, o Multiverso da Loucura foi apenas outro bait da Marvel, pois não teve Multiverso, não teve loucura, o filme foi morno e o Dr. Estranho só foi usado de escada pela América Chaves e de saco de pancada para a Wanda. Além disso o roteiro é porco! Ele sequer se digna a explicar a origem da América Chavez ou quais são seus poderes. A América tem a profundidade de um pires com água. Enfim, eu expliquei tudo isso tim-tim por tim-tim no nosso canal no YT. Filme nota 4/10 (e olha que estou considerando que Sam Raimi ainda fez milagre na direção, já que o roteiro e os diálogos foram porcos). Mas é isso aí, o Joka avisa, avisa e ninguém escuta. Sério, não tem nada mais medíocre do que se deixar manipular pelo marketing dessas mega corps e ""criar hype"".

#Joka",Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,Não,4 Mundo Memes,Não,0,0,180,135,299,7,443,1,30,17924
1271892850696366.jpg,2022-06-02T11:59:51-07:00,"DRÁCULA ERA UM MAGO E NÃO UM VAMPIRO?
ENTENDA! https://youtu.be/hrobvoc5PRM

Que dó, que dó 😁👌

#Joka",Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,37,265,76,4,347,0,164,7197
457407624090865.jpg,2022-10-21T13:21:51-07:00,"DOE 6,00 REAIS PARA O CASAMENTO DO JOKA E DA ESTELAR E PARTICIPE DO NOSSO GRUPO NO WPP (BASTA MANDAR O COMPROVANTE DA DOAÇÃO INBOX):

CHAVE DE PIX: 3231878@vakinha.com.br

LINK DA VAKINHA: https://www.vakinha.com.br/vaquinha/casamento-do-joka-e-estelar-da-4-mundo

Na opinião dos criticuzinhos She-hulk é melhor que Adão Negro kkkkkk

#Noturno",Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,44,185,327,70,582,0,49,20563
582452004392125.jpg,2023-11-27T08:59:18-08:00,"Música Princesinha Moderna: https://youtu.be/MzH9BDhBr5Q

The Marvels é uma piada de mau gosto! (Review sincero): https://youtu.be/GZiMFRkO9ss?si=NSW9p37tcbwZ-D-O

Mas que ideia de merlin.

#Noturno",Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,10,0,99,344,160,4,530,12,22,29653
2690946794425100.jpg,2024-02-05T05:43:11-08:00,"A DISNEY TINHA MUITO MAIS DIVERSIDADE, ANTES DE SER LACRADORA! - PARTE 2: https://youtu.be/CFZWeSf7y4Y?si=N9c9reoG2tOMA2SY

""Pare de chorar NERDOLA 😭😭😭😭👌🏻""

#Joka",Ideia/Grupo,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,41,580,449,5,1035,0,68,56403
1063430298834297.jpg,2024-04-12T09:32:28-07:00,"Já vejo as alecrinas fazendo tikotekos 🤦🏻‍♂️

#Noturno",Ideia/Grupo,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,270,4237,941,57,5253,9,1515,336796
1158158922130152.jpg,2024-04-16T15:31:09-07:00,"Ainda vão insistir nessa personagem flopada, ainda mais como líder dos X-Men.

#Noturno",Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,24,0,304,951,329,6,1358,42,60,87525
466932876160122.jpg,2024-07-12T09:39:51-07:00,"Já falei e vou repetir, o Hugh Jackman vai voltar pra SÓ UM filme. O que eles estão armando desde a série da Miss Marvel, é que ela seja a X-Men principal do MCU kkkkkk

#Noturno",Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,2,0,73,309,240,2,563,10,15,186186
1708154243063730.jpg,2024-10-02T10:07:50-07:00,"Arlequina flopa com tudo kkkkkk

#Noturno",Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,1,0,206,424,372,5,806,2,38,36563
2340605312950951.jpg,2024-11-06T07:17:05-08:00,"A MÍDIA BR está escondendo que DRAGON AGE VEILGUARD é um FLOP! https://youtu.be/ol_VUqOYrfA

Nunca da certo kkkk

#Noturno",Terceiro,Agressivo,"""Empoleirada""",Gamer/Nerd,4 Mundo Memes,Mulher,Sim,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,33,556,271,7,834,0,72,22622
1262604118324920.jpg,2021-01-26T10:21:33-08:00,"Infelizmente eles só estão imunes ao paredão, não ao covid, e nem à ditadura do patriarcado 😖",Ideia/Grupo,Agressivo,"""Feminosta""",Gamer/Nerd,"A Feminista, Jessicão",Mulher,,"Prof. Jessique - Socialismo, feminismo, ódio do bem, ciranda no mato... Esquerdismos em geral 🌈",Nova página: https://www.facebook.com/jessiqueofc,Não,"A Feminista, Jessicão",Não,1,0,38,809,380,10,1204,0,114,23880
861398219280878.jpg,2020-05-12T08:51:24-07:00,"Eu já esperava por isso, afinal, vai depender das desenvolvedoras.",Ideia/Grupo,Agressivo,"""Gamers""",Gamer/Nerd,Academia dos Gamers,Mulher,Não,"Página de memes para gamers, animes e mais+. Entre pro nosso Discord 👇 https://discord.gg/dpzVH2b5dJ",https://www.facebook.com/academiadosgamers,Academia dos Gamers,Academia dos Gamers,Não,1,0,45,82,93,1,179,1,24,7338
1634515057491749.jpg,2022-07-20T17:30:54-07:00,Joguem Stray com headset,Terceiro,Agressivo,"""Gamers""",Gamer/Nerd,Academia dos Gamers,Mulher,Não,"Página de memes para gamers, animes e mais+. Entre pro nosso Discord 👇 https://discord.gg/dpzVH2b5dJ",https://www.facebook.com/academiadosgamers,Academia dos Gamers,Academia dos Gamers,Não,0,0,22,625,169,24,821,1,109,22760
1295818334948530.jpg,2022-09-23T18:43:39-07:00,"Thor de God of War Ragnarok é acurado? https://youtu.be/je2NnRvRAzw

HAHAHAHAHA 
Cara, esse pessoal acha que o problema é  ""espaço"". Nunca foi e nunca será, pq isso tem. A questão principal é: Competência técnica. Coloca qualquer um desses times femininos aí pra jogar contra time masculino que vão ser amassadas. 
O segundo ponto é Público.  Não tem, simplesmente pq o primeiro ponto é um FATO. 

A lógica do mercado gamer é simples: Se tem torcida e público, há investimento. Ninguém quer ver um bando de moon yeah que só ficam de mimimi no twitter e pinam igual uns noobs nos fps. 
#Dante",Ideia/Grupo,Agressivo,"""Gamers""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,Não,4 Mundo Memes,Não,1,0,65,293,137,0,435,3,10,12770
1579518706014768.jpg,2024-02-05T15:05:16-08:00,"A DISNEY TINHA MUITO MAIS DIVERSIDADE, ANTES DE SER LACRADORA! - PARTE 2: https://youtu.be/CFZWeSf7y4Y?si=N9c9reoG2tOMA2SY

Fizeram um jogo ruim, bugado, datado, lacrador e ainda acham que somos obrigados comprar, jogar e gostar kkkkkk

#Noturno",Terceiro,Agressivo,"""Gamers""",Gamer/Nerd,4 Mundo Memes,Mulher,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,44,306,158,0,465,0,31,13909
1587510535224429.jpg,2024-04-02T07:47:00-07:00,Postagem de Macho Geek,Ideia/Grupo,Agressivo,"""Gamers""",Gamer/Nerd,Capivaras Modernetes,Mulher,Não,Página de humor baseada nos vídeos do vlogueiro Marquinhos Breu no YouTube.,https://www.facebook.com/capivaras.modernetes,Não,Capivaras Modernetes,Não,0,0,4,66,35,3,104,0,2,5377
594302530200090.jpg,2020-08-06T05:52:26-07:00,Meme sugestão do Lucas Dias. Obg jovem.,Ideia/Grupo,Agressivo,"""Macho Alfa""",Gamer/Nerd,Academia dos Gamers,Homem,Não,"Página de memes para gamers, animes e mais+. Entre pro nosso Discord 👇 https://discord.gg/dpzVH2b5dJ",https://www.facebook.com/academiadosgamers,Academia dos Gamers,Academia dos Gamers,Não,0,0,265,1402,570,131,2108,2,4929,24634
612474361161963.jpg,2020-08-15T06:03:35-07:00,Dante >>>>>> Ellie,Terceiro,Agressivo,"""Macho Alfa""",Gamer/Nerd,Academia dos Gamers,Homem,Não,"Página de memes para gamers, animes e mais+. Entre pro nosso Discord 👇 https://discord.gg/dpzVH2b5dJ",https://www.facebook.com/academiadosgamers,Academia dos Gamers,Academia dos Gamers,Não,1,0,175,654,377,148,1182,1,842,17714
585451927454321.jpg,2023-03-30T10:08:03-07:00,"LAST OF US TEMPORADA 1 - CRÍTICA: https://youtu.be/1jTH9Iqp8fc
 
Curtam nossa página reserva: https://www.facebook.com/quartomundoofficial/

Ashley fina senhores 🍷🗿

#Noturno",Terceiro,Agressivo,"""Macho Alfa""",Gamer/Nerd,4 Mundo Memes,Homem,Não,Contra a lacração e o politicamente correto,https://www.facebook.com/4mundooficialmemes,4 Mundo Memes,4 Mundo Memes,Não,0,0,56,133,505,82,721,1,61,15441
1731750374241131.jpg,2023-08-14T12:54:57-07:00,Entendi pq escolheu a Arábia,Si próprio,Afiliativo,"""Macho Alfa""",Gamer/Nerd,Academia dos Gamers,Homem,Não,"Página de memes para gamers, animes e mais+. Entre pro nosso Discord 👇 https://discord.gg/dpzVH2b5dJ",https://www.facebook.com/academiadosgamers,Academia dos Gamers,Academia dos Gamers,Não,4,0,1245,26304,7489,61,33916,8,5958,2454975
